participant_id,group,per_group_id,handedness,block,trial,rewarded,chosen,correct,fb_given,contingent,rt,fb_type,stim_loc_blue,stim_loc_yellow,lc_trials,lc_correct,reversal,stim_to_fb,fb_to_newtrial
1,1,1,2,1,47,2,2,1,0,0,0.80435,1,3,2,7,3,1,1.50004,1.99173
1,1,1,2,1,48,1,1,1,0,0,0.86704,1,2,4,10,1,0,1.50016,1.99173
1,1,1,2,1,49,1,1,1,1,1,0.53494,1,4,1,10,2,0,1.49991,1.99173
1,1,1,2,1,50,1,1,1,0,0,1.32716,1,1,2,10,3,0,1.49998,1.99172
1,1,1,2,1,51,1,2,0,1,0,0.89502,1,4,3,10,0,0,1.50006,1.99173
1,1,1,2,1,52,1,1,1,0,0,1.05182,1,3,2,10,1,0,1.49993,1.99173
1,1,1,2,1,53,1,1,1,1,1,1.05490,1,1,2,10,2,0,1.49963,1.99172
1,1,1,2,1,54,1,2,0,1,0,0.85887,1,2,3,10,0,0,1.50030,1.99173
1,1,1,2,1,55,1,2,0,0,1,0.85730,1,3,4,10,0,0,1.49998,1.99173
1,1,1,2,1,56,1,2,0,0,1,0.98927,1,4,1,10,0,0,1.50002,1.99174
1,1,1,2,1,57,1,1,1,1,1,0.80275,1,4,1,10,1,0,1.50017,1.99173
1,1,1,2,1,58,1,2,0,1,0,1.01588,1,1,3,10,0,0,1.50002,1.99174
1,1,1,2,1,59,1,2,0,1,0,1.02418,1,2,3,10,0,0,1.49996,1.99172
1,1,1,2,1,60,1,1,1,1,1,0.83172,1,1,3,10,1,0,1.50006,1.99173
1,1,1,2,1,61,1,2,0,0,1,0.81833,1,4,1,10,0,0,1.50004,1.99172
1,1,1,2,1,62,1,2,0,0,1,1.38364,1,1,4,10,0,0,1.50021,1.99173
1,1,1,2,1,63,1,2,0,1,0,1.03564,1,3,1,10,0,0,1.49996,1.99173
1,1,1,2,1,64,1,1,1,1,1,0.99560,1,4,1,10,1,0,1.50013,1.99178
1,1,1,2,1,65,1,2,0,1,0,0.73876,1,1,2,10,0,0,1.50002,1.99181
1,1,1,2,1,66,1,2,0,0,1,0.77982,1,2,4,10,0,0,1.50013,1.99172
1,1,1,2,1,67,1,1,1,0,0,1.19690,1,2,1,10,1,0,1.50029,1.99173
1,1,1,2,1,68,1,1,1,1,1,1.11716,1,4,1,10,2,0,1.50030,1.99173
1,1,1,2,1,69,1,2,0,1,0,0.90388,1,1,2,10,0,0,1.50008,1.99174
1,1,1,2,1,70,1,1,1,1,1,0.94592,1,2,3,10,1,0,1.50011,1.99173
1,1,1,2,1,71,1,1,1,1,1,0.86138,1,3,4,10,2,0,1.49994,1.99174
1,1,1,2,1,72,1,1,1,1,1,0.91510,1,4,1,10,3,1,1.49994,1.99174
1,1,1,2,1,73,2,1,0,NaN,1,    NaN,1,2,1,10,0,0,1.49983,1.99173
1,1,1,2,1,74,2,1,0,0,1,1.45643,1,2,4,10,0,0,1.50015,1.99174
1,1,1,2,1,75,2,1,0,1,0,1.31842,1,4,2,10,0,0,1.50014,1.99173
1,1,1,2,1,76,2,1,0,0,1,1.12301,1,2,4,10,0,0,1.49990,1.99172
1,1,1,2,1,77,2,1,0,0,1,1.05915,1,3,4,10,0,0,1.50001,1.99174
1,1,1,2,1,78,2,1,0,0,1,1.03001,1,4,3,10,0,0,1.49953,1.99173
1,1,1,2,1,79,2,1,0,NaN,1,    NaN,1,3,1,10,0,0,1.49959,1.99172
1,1,1,2,1,80,2,1,0,0,1,0.81619,1,2,1,10,0,0,1.50023,1.99172
1,1,1,2,1,81,2,1,0,1,0,0.95912,1,1,2,10,0,0,1.49996,1.99173
1,1,1,2,1,82,2,1,0,0,1,1.23090,1,2,1,10,0,0,1.50002,1.99172
1,1,1,2,1,83,2,2,1,1,1,1.36702,1,2,3,10,1,0,1.49998,1.99174
1,1,1,2,1,84,2,2,1,1,1,0.92132,1,1,4,10,2,0,1.49993,1.99174
1,1,1,2,1,85,2,1,0,0,1,0.83289,1,3,1,10,0,0,1.50016,1.99172
1,1,1,2,1,86,2,1,0,0,1,1.00067,1,2,3,10,0,0,1.49995,1.99174
1,1,1,2,1,87,2,2,1,0,0,1.00616,1,4,3,10,1,0,1.50022,1.99174
1,1,1,2,1,88,2,1,0,0,1,0.71587,1,4,1,10,0,0,1.50010,1.99172
1,1,1,2,1,89,2,1,0,0,1,0.74515,1,1,3,10,0,0,1.50016,1.99174
1,1,1,2,1,90,2,2,1,1,1,0.74932,1,4,2,10,1,0,1.49990,1.99174
1,1,1,2,1,91,2,2,1,1,1,0.74388,1,3,1,10,2,0,1.49978,1.99173
1,1,1,2,1,92,2,1,0,0,1,0.34945,1,3,4,10,0,0,1.50016,1.99174
1,1,1,2,1,93,2,2,1,1,1,0.68041,1,3,2,10,1,0,1.50023,1.99174
1,1,1,2,1,94,2,1,0,0,1,0.88685,1,4,2,10,0,0,1.50009,1.99173
1,1,1,2,1,95,2,2,1,1,1,0.30135,1,2,3,10,1,0,1.49990,1.99174
1,1,1,2,1,96,2,1,0,0,1,0.76101,1,4,1,10,0,0,1.50016,1.99174
1,1,1,2,1,97,2,1,0,0,1,0.96926,1,3,1,10,0,0,1.49997,1.99174
1,1,1,2,1,98,2,2,1,1,1,0.87471,1,1,2,10,1,0,1.50025,1.99174
1,1,1,2,1,99,2,1,0,1,0,0.92946,1,1,3,10,0,0,1.50018,1.99174
1,1,1,2,1,100,2,1,0,1,0,1.08441,1,2,1,10,0,0,1.50002,1.99172
1,1,1,2,1,101,2,2,1,1,1,1.30927,1,4,1,10,1,0,1.50030,1.99174
1,1,1,2,1,102,2,2,1,1,1,0.91429,1,2,4,10,2,0,1.50008,1.99174
1,1,1,2,1,103,2,2,1,1,1,0.75608,1,4,3,10,3,1,1.50033,1.99172
1,1,1,2,1,104,1,1,1,1,1,0.72286,1,3,1,7,1,0,1.50044,1.99172
1,1,1,2,1,105,1,1,1,1,1,0.86692,1,3,1,7,2,0,1.50014,1.99176
1,1,1,2,1,106,1,1,1,1,1,0.86315,1,4,3,7,3,0,1.49964,1.99174
1,1,1,2,1,107,1,2,0,0,1,0.46076,1,1,3,7,0,0,1.49996,1.99177
1,1,1,2,1,108,1,1,1,0,0,0.91035,1,4,1,7,1,0,1.50011,1.99174
1,1,1,2,1,109,1,1,1,NaN,1,    NaN,1,3,4,7,0,0,1.49951,1.99174
1,1,1,2,1,110,1,2,0,1,0,0.34041,1,1,4,7,0,0,1.50016,1.99174
1,1,1,2,1,111,1,2,0,0,1,1.10191,1,3,1,7,0,0,1.50004,1.99174
1,1,1,2,1,112,1,2,0,1,0,0.92026,1,2,3,7,0,0,1.50008,1.99172
1,1,1,2,1,113,1,2,0,0,1,0.39920,1,3,2,7,0,0,1.49980,1.99172
1,1,1,2,1,114,1,2,0,0,1,1.09910,1,2,4,7,0,0,1.49999,1.99174
1,1,1,2,1,115,1,2,0,0,1,0.99267,1,1,4,7,0,0,1.50028,1.99174
1,1,1,2,1,116,1,2,0,0,1,0.97242,1,4,2,7,0,0,1.49998,1.99172
1,1,1,2,1,117,1,2,0,1,0,0.59587,1,2,4,7,0,0,1.50008,1.99172
1,1,1,2,1,118,1,2,0,0,1,0.87827,1,4,3,7,0,0,1.49977,1.99172
1,1,1,2,1,119,1,1,1,1,1,0.83219,1,2,1,7,1,0,1.49998,1.99174
1,1,1,2,1,120,1,1,1,1,1,0.83552,1,4,1,7,2,0,1.50022,1.99176
1,1,1,2,1,121,1,2,0,0,1,0.78440,1,3,1,7,0,0,1.49988,1.99172
1,1,1,2,1,122,1,2,0,0,1,1.23030,1,2,3,7,0,0,1.49996,1.99174
1,1,1,2,1,123,1,1,1,1,1,0.74677,1,2,3,7,1,0,1.50011,1.99174
1,1,1,2,1,124,1,2,0,0,1,0.76316,1,1,3,7,0,0,1.50008,1.99172
1,1,1,2,1,125,1,1,1,0,0,0.87556,1,3,4,7,1,0,1.49973,1.99175
1,1,1,2,1,126,1,1,1,0,0,1.30543,1,3,1,7,2,0,1.50006,1.99175
1,1,1,2,1,127,1,1,1,1,1,0.93686,1,2,1,7,3,1,1.50009,1.99175
1,1,1,2,1,128,2,1,0,0,1,0.93464,1,3,4,7,0,0,1.50007,1.99174
1,1,1,2,1,129,2,1,0,0,1,0.89051,1,4,3,7,0,0,1.50008,1.99174
1,1,1,2,1,130,2,2,1,1,1,0.07439,1,4,3,7,1,0,1.50008,1.99172
1,1,1,2,1,131,2,2,1,0,0,0.93899,1,1,2,7,2,0,1.49996,1.99174
1,1,1,2,1,132,2,1,0,0,1,0.86238,1,4,2,7,0,0,1.50005,1.99174
1,1,1,2,1,133,2,2,1,1,1,0.96696,1,1,2,7,1,0,1.50003,1.99174
1,1,1,2,1,134,2,2,1,1,1,0.88920,1,3,4,7,2,0,1.49985,1.99173
1,1,1,2,1,135,2,1,0,0,1,0.93548,1,4,1,7,0,0,1.50007,1.99173
1,1,1,2,1,136,2,1,0,0,1,0.92921,1,3,4,7,0,0,1.50015,1.99172
1,1,1,2,1,137,2,2,1,1,1,0.95491,1,4,2,7,1,0,1.50004,1.99174
1,1,1,2,1,138,2,1,0,0,1,0.90659,1,1,2,7,0,0,1.50008,1.99174
1,1,1,2,1,139,2,2,1,1,1,0.91820,1,4,3,7,1,0,1.49995,1.99172
1,1,1,2,1,140,2,2,1,0,0,0.59797,1,3,4,7,2,0,1.50005,1.99178
1,1,1,2,1,141,2,1,0,1,0,0.88648,1,3,4,7,0,0,1.50011,1.99178
1,1,1,2,1,142,2,2,1,1,1,0.48630,1,3,2,7,1,0,1.49984,1.99172
1,1,1,2,1,143,2,1,0,0,1,1.13206,1,2,4,7,0,0,1.50009,1.99174
1,1,1,2,1,144,2,2,1,1,1,0.95937,1,2,3,7,1,0,1.50000,1.99174
1,1,1,2,1,145,2,1,0,0,1,0.88667,1,1,2,7,0,0,1.49992,1.99176
1,1,1,2,1,146,2,2,1,0,0,1.01496,1,1,4,7,1,0,1.50029,1.99175
1,1,1,2,1,147,2,2,1,1,1,0.95114,1,1,4,7,2,0,1.50002,1.99174
1,1,1,2,1,148,2,2,1,0,0,1.00191,1,4,1,7,3,1,1.50003,1.99172
1,1,1,2,1,149,1,1,1,1,1,0.74728,1,2,3,10,1,0,1.49992,1.99178
1,1,1,2,1,150,1,1,1,1,1,0.94364,1,4,2,10,2,0,1.50005,1.99174
1,1,1,2,1,151,1,1,1,1,1,0.83432,1,3,1,10,3,0,1.50005,1.99176
1,1,1,2,1,152,1,1,1,0,0,0.74661,1,2,1,10,4,0,1.49993,1.99180
1,1,1,2,1,153,1,1,1,1,1,0.88578,1,4,2,10,5,0,1.49981,1.99173
1,1,1,2,1,154,1,1,1,1,1,1.07151,1,1,2,10,6,0,1.49998,1.99173
1,1,1,2,1,155,1,2,0,0,1,0.82749,1,1,4,10,0,0,1.50015,1.99174
1,1,1,2,1,156,1,1,1,1,1,1.17928,1,2,4,10,1,0,1.50012,1.99173
1,1,1,2,1,157,1,1,1,1,1,0.79211,1,3,4,10,2,0,1.50000,1.99173
1,1,1,2,1,158,1,1,1,1,1,0.36015,1,4,2,10,3,1,1.49988,1.99175
1,1,1,2,1,159,2,1,0,1,0,0.85241,1,3,1,6,0,0,1.49977,1.99176
1,1,1,2,1,160,2,2,1,0,0,0.90343,1,1,4,6,1,0,1.50007,1.99174
1,1,1,2,1,161,2,1,0,0,1,0.81501,1,3,4,6,0,0,1.50007,1.99173
1,1,1,2,1,162,2,2,1,0,0,0.90350,1,3,4,6,1,0,1.49994,1.99174
1,1,1,2,1,163,2,2,1,NaN,0,    NaN,1,2,4,6,0,0,1.49981,1.99174
1,1,1,2,1,164,2,2,1,1,1,0.21578,1,2,3,6,1,0,1.49990,1.99175
1,1,1,2,1,165,2,1,0,0,1,1.07346,1,1,3,6,0,0,1.50004,1.99173
1,1,1,2,1,166,2,1,0,0,1,0.87210,1,4,1,6,0,0,1.49998,1.99174
1,1,1,2,1,167,2,2,1,1,1,1.47456,1,1,4,6,1,0,1.50001,1.99174
1,1,1,2,1,168,2,2,1,NaN,1,    NaN,1,1,3,6,0,0,1.49969,1.99174
1,1,1,2,1,169,2,1,0,0,1,0.00059,1,3,4,6,0,0,1.49986,1.99174
1,1,1,2,1,170,2,1,0,0,1,0.14326,1,3,4,6,0,0,1.50010,1.99173
1,1,1,2,1,171,2,2,1,1,1,0.41741,1,1,3,6,1,0,1.49993,1.99174
1,1,1,2,1,172,2,2,1,1,1,0.67833,1,3,1,6,2,0,1.49982,1.99175
1,1,1,2,1,173,2,1,0,1,0,0.54201,1,3,1,6,0,0,1.50002,1.99173
1,1,1,2,1,174,2,1,0,0,1,0.50889,1,3,4,6,0,0,1.50014,1.99173
1,1,1,2,1,175,2,1,0,0,1,0.65094,1,1,3,6,0,0,1.50022,1.99174
1,1,1,2,1,176,2,1,0,0,1,0.39815,1,3,2,6,0,0,1.50027,1.99174
1,1,1,2,1,177,2,2,1,1,1,0.49832,1,3,4,6,1,0,1.49986,1.99174
1,1,1,2,1,178,2,2,1,1,1,0.48247,1,1,4,6,2,0,1.49997,1.99174
1,1,1,2,1,179,2,2,1,1,1,0.51049,1,4,2,6,3,1,1.49999,1.99173
1,1,1,2,1,180,1,2,0,0,1,0.99417,1,1,4,10,0,0,1.50013,1.99172
1,1,1,2,1,181,1,2,0,1,0,0.66417,1,3,1,10,0,0,1.49983,1.99173
1,1,1,2,1,182,1,2,0,0,1,0.42897,1,2,1,10,0,0,1.50012,1.99174
1,1,1,2,1,183,1,2,0,0,1,0.60088,1,4,1,10,0,0,1.49997,1.99175
1,1,1,2,1,184,1,1,1,1,1,0.53600,1,4,1,10,1,0,1.49992,1.99174
1,1,1,2,1,185,1,1,1,1,1,0.49583,1,1,2,10,2,0,1.50011,1.99173
1,1,1,2,1,186,1,1,1,0,0,0.63900,1,1,4,10,3,0,1.50002,1.99174
1,1,1,2,1,187,1,1,1,0,0,0.47308,1,2,4,10,4,0,1.50034,1.99175
1,1,1,2,1,188,1,2,0,0,1,0.46266,1,1,2,10,0,0,1.50025,1.99176
1,1,1,2,1,189,1,2,0,0,1,0.35726,1,1,3,10,0,0,1.49999,1.99172
1,1,1,2,1,190,1,2,0,0,1,0.53222,1,3,2,10,0,0,1.50016,1.99172
1,1,1,2,1,191,1,1,1,0,0,0.52758,1,4,3,10,1,0,1.50022,1.99175
1,1,1,2,1,192,1,1,1,0,0,1.24536,1,4,2,10,2,0,1.49996,1.99174
1,1,1,2,1,193,1,1,1,1,1,0.51673,1,2,3,10,3,1,1.50023,1.99172
1,1,1,2,1,194,2,1,0,1,0,0.58720,1,4,1,6,0,0,1.50022,1.99174
1,1,1,2,1,195,2,1,0,1,0,0.44545,1,1,3,6,0,0,1.49991,1.99174
1,1,1,2,1,196,2,1,0,0,1,0.52990,1,1,4,6,0,0,1.50008,1.99172
1,1,1,2,1,197,2,1,0,0,1,0.50576,1,3,4,6,0,0,1.50027,1.99174
1,1,1,2,1,198,2,1,0,0,1,0.83987,1,4,3,6,0,0,1.49993,1.99173
1,1,1,2,1,199,2,2,1,1,1,0.36438,1,4,3,6,1,0,1.50023,1.99173
1,1,1,2,1,200,2,2,1,0,0,0.39052,1,2,1,6,2,0,1.49981,1.99174
1,1,1,2,1,201,2,2,1,1,1,0.32674,1,4,3,6,3,1,1.50001,1.99174
1,1,1,2,1,202,1,2,0,1,0,0.42517,1,1,4,8,0,0,1.50011,1.99172
1,1,1,2,1,203,1,2,0,0,1,0.68210,1,4,3,8,0,0,1.49982,1.99173
1,1,1,2,1,204,1,2,0,0,1,0.50033,1,1,4,8,0,0,1.49990,1.99173
1,1,1,2,1,205,1,2,0,0,1,0.56715,1,4,2,8,0,0,1.49988,1.99174
1,1,1,2,1,206,1,1,1,1,1,0.67956,1,2,3,8,1,0,1.50024,1.99178
1,1,1,2,1,207,1,1,1,NaN,1,    NaN,1,2,3,8,0,0,1.49970,1.99174
1,1,1,2,1,208,1,1,1,1,1,0.86091,1,3,2,8,1,0,1.50006,1.99173
1,1,1,2,1,209,1,1,1,0,0,0.94728,1,1,2,8,2,0,1.50027,1.99174
1,1,1,2,1,210,1,1,1,NaN,1,    NaN,1,1,4,8,0,0,1.49938,1.99173
1,1,1,2,1,211,1,2,0,0,1,0.58595,1,4,1,8,0,0,1.49998,1.99172
1,1,1,2,1,212,1,1,1,1,1,0.78037,1,4,3,8,1,0,1.49998,1.99173
1,1,1,2,1,213,1,1,1,1,1,0.65513,1,4,1,8,2,0,1.50007,1.99174
1,1,1,2,1,214,1,1,1,0,0,0.52894,1,2,4,8,3,1,1.49996,1.99172
1,1,1,2,2,1,2,2,1,1,1,0.94059,2,4,3,9,0,0,1.50028,1.99174
1,1,1,2,2,2,2,2,1,1,1,0.48778,2,3,2,9,1,0,1.50002,1.99173
1,1,1,2,2,3,2,2,1,0,0,0.41314,2,4,3,9,2,0,1.50020,1.99173
1,1,1,2,2,4,2,2,1,1,1,0.45321,2,1,3,9,3,0,1.50002,1.99174
1,1,1,2,2,5,2,2,1,0,0,0.45356,2,4,1,9,4,0,1.49991,1.99174
1,1,1,2,2,6,2,2,1,1,1,0.38694,2,3,1,9,5,0,1.50002,1.99174
1,1,1,2,2,7,2,2,1,1,1,0.31896,2,4,2,9,6,0,1.50010,1.99178
1,1,1,2,2,8,2,2,1,0,0,0.39964,2,1,2,9,7,0,1.50008,1.99173
1,1,1,2,2,9,2,2,1,1,1,0.62686,2,4,2,9,8,1,1.50009,1.99174
1,1,1,2,2,10,1,2,0,0,1,0.58366,2,3,4,6,0,0,1.50003,1.99172
1,1,1,2,2,11,1,2,0,0,1,0.47741,2,3,2,6,0,0,1.50001,1.99174
1,1,1,2,2,12,1,2,0,0,1,0.36402,2,1,2,6,0,0,1.49992,1.99179
1,1,1,2,2,13,1,1,1,0,0,0.60693,2,4,2,6,1,0,1.50002,1.99175
1,1,1,2,2,14,1,1,1,1,1,0.49765,2,4,1,6,2,0,1.50012,1.99174
1,1,1,2,2,15,1,1,1,1,1,0.51199,2,4,2,6,3,1,1.49993,1.99174
1,1,1,2,2,16,2,1,0,0,1,0.49645,2,3,2,6,0,0,1.49987,1.99174
1,1,1,2,2,17,2,1,0,0,1,0.50889,2,2,3,6,0,0,1.50001,1.99172
1,1,1,2,2,18,2,1,0,0,1,0.37597,2,2,3,6,0,0,1.49991,1.99174
1,1,1,2,2,19,2,1,0,0,1,0.50688,2,4,2,6,0,0,1.49995,1.99174
1,1,1,2,2,20,2,2,1,0,0,0.43614,2,3,1,6,1,0,1.50016,1.99174
1,1,1,2,2,21,2,2,1,1,1,0.32686,2,1,2,6,2,0,1.50014,1.99172
1,1,1,2,2,22,2,2,1,0,0,0.52600,2,3,4,6,3,1,1.50299,1.99172
1,1,1,2,2,23,1,2,0,1,0,0.39136,2,4,1,7,0,0,1.50865,1.99174
1,1,1,2,2,24,1,2,0,0,1,0.51213,2,3,4,7,0,0,1.50558,1.99174
1,1,1,2,2,25,1,2,0,0,1,0.53300,2,2,4,7,0,0,1.50419,1.99174
1,1,1,2,2,26,1,1,1,1,1,0.47755,2,1,4,7,1,0,1.50280,1.99173
1,1,1,2,2,27,1,1,1,1,1,0.34889,2,2,1,7,2,0,1.50230,1.99174
1,1,1,2,2,28,1,1,1,1,1,0.39376,2,3,2,7,3,0,1.50171,1.99172
1,1,1,2,2,29,1,1,1,1,1,0.60910,2,4,3,7,4,1,1.50108,1.99175
1,1,1,2,2,30,2,1,0,1,0,0.53145,2,4,1,6,0,0,1.50117,1.99174
1,1,1,2,2,31,2,1,0,1,0,0.47125,2,3,1,6,0,0,1.50127,1.99174
1,1,1,2,2,32,2,1,0,0,1,0.50737,2,4,3,6,0,0,1.50120,1.99173
1,1,1,2,2,33,2,2,1,1,1,0.39571,2,3,2,6,1,0,1.50076,1.99173
1,1,1,2,2,34,2,2,1,1,1,0.40381,2,4,2,6,2,0,1.50084,1.99173
1,1,1,2,2,35,2,2,1,1,1,0.37775,2,4,2,6,3,1,1.50128,1.99175
1,1,1,2,2,36,1,2,0,0,1,0.99723,2,1,3,10,0,0,1.50093,1.99174
1,1,1,2,2,37,1,1,1,1,1,0.70941,2,1,4,10,1,0,1.50096,1.99172
1,1,1,2,2,38,1,1,1,1,1,0.49016,2,1,4,10,2,0,1.50089,1.99174
1,1,1,2,2,39,1,2,0,1,0,1.17570,2,4,1,10,0,0,1.50063,1.99173
1,1,1,2,2,40,1,2,0,0,1,0.41464,2,4,3,10,0,0,1.50087,1.99172
1,1,1,2,2,41,1,1,1,0,0,0.47078,2,1,4,10,1,0,1.50093,1.99174
1,1,1,2,2,42,1,1,1,1,1,0.65537,2,3,1,10,2,0,1.50067,1.99173
1,1,1,2,2,43,1,1,1,1,1,0.54615,2,1,3,10,3,0,1.50082,1.99177
1,1,1,2,2,44,1,1,1,1,1,0.45239,2,1,2,10,4,0,1.50043,1.99173
1,1,1,2,2,45,1,1,1,NaN,1,    NaN,2,1,2,10,0,0,1.50046,1.99174
1,1,1,2,2,46,1,2,0,0,1,1.11906,2,1,4,10,0,0,1.50066,1.99172
1,1,1,2,2,47,1,1,1,0,0,0.67103,2,2,4,10,1,0,1.50088,1.99172
1,1,1,2,2,48,1,2,0,1,0,0.34781,2,2,4,10,0,0,1.50103,1.99174
1,1,1,2,2,49,1,2,0,0,1,0.69191,2,3,1,10,0,0,1.50058,1.99174
1,1,1,2,2,50,1,2,0,1,0,0.96754,2,2,1,10,0,0,1.49977,1.99174
1,1,1,2,2,51,1,2,0,1,0,0.67884,2,4,1,10,0,0,1.49810,1.99174
1,1,1,2,2,52,1,2,0,1,0,0.50245,2,1,4,10,0,0,1.49874,1.99171
1,1,1,2,2,53,1,2,0,0,1,0.61689,2,4,3,10,0,0,1.49903,1.99172
1,1,1,2,2,54,1,1,1,0,0,0.51067,2,3,4,10,1,0,1.49953,1.99179
1,1,1,2,2,55,1,1,1,1,1,0.51827,2,3,2,10,2,0,1.49976,1.99172
1,1,1,2,2,56,1,1,1,1,1,0.41282,2,2,1,10,3,1,1.49968,1.99174
1,1,1,2,2,57,2,1,0,0,1,0.77584,2,2,4,10,0,0,1.49982,1.99174
1,1,1,2,2,58,2,1,0,1,0,0.81681,2,3,1,10,0,0,1.50012,1.99174
1,1,1,2,2,59,2,1,0,1,0,0.44511,2,2,3,10,0,0,1.50018,1.99172
1,1,1,2,2,60,2,1,0,0,1,0.88907,2,4,3,10,0,0,1.50007,1.99175
1,1,1,2,2,61,2,1,0,0,1,0.79568,2,3,4,10,0,0,1.50039,1.99178
1,1,1,2,2,62,2,1,0,0,1,0.53289,2,2,3,10,0,0,1.50007,1.99172
1,1,1,2,2,63,2,1,0,1,0,0.51333,2,3,2,10,0,0,1.50034,1.99175
1,1,1,2,2,64,2,1,0,0,1,0.49941,2,4,1,10,0,0,1.50032,1.99172
1,1,1,2,2,65,2,1,0,1,0,0.51278,2,4,1,10,0,0,1.50038,1.99174
1,1,1,2,2,66,2,1,0,0,1,0.53321,2,4,3,10,0,0,1.50055,1.99178
